Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,1,4,0
3,0.054757,3,20,1
4,0.008327,9,176,22
5,0.008016,10,40,5
6,0.009104,10,40,3
7,0.007584,11,44,3
8,0.011135,12,48,5
9,0.007702,13,52,6
10,0.008316,14,56,4
11,0.007738,15,60,7
12,0.007721,15,60,6
13,0.008432,16,64,8
14,0.007951,17,68,6
15,0.009644,18,72,10
16,0.009553,19,76,9
17,0.007688,20,80,9
18,0.007950,20,80,8
19,0.007610,21,84,8
20,0.007899,22,88,7
21,0.007584,23,92,13
22,0.008297,24,96,10
23,0.007546,25,100,11
24,0.007947,25,100,9
25,0.007522,26,104,5
26,0.008120,27,108,8
27,0.005951,28,112,8
28,0.005966,28,0,0
29,0.004965,29,116,10
30,0.004582,30,120,9
31,0.004925,30,0,0
32,0.005174,30,120,8
33,0.004518,30,0,0
34,0.004513,31,124,7
35,0.004908,31,0,0
36,0.006266,32,128,10
37,0.007009,33,132,12
38,0.004713,34,136,10
39,0.004521,34,0,0
40,0.004696,35,140,9
41,0.004547,35,0,0
42,0.004373,35,140,6
43,0.005423,35,0,0
44,0.005090,36,144,8
45,0.005179,37,148,9
46,0.005075,37,0,0
47,0.005171,38,152,11
48,0.005861,39,156,16
49,0.006073,39,0,0
50,0.006079,40,160,12
51,0.006023,40,160,9
52,0.006122,40,0,0
53,0.006103,41,164,5
54,0.006011,42,168,9
55,0.006045,43,172,11
56,0.006081,43,0,0
57,0.006069,44,176,8
58,0.006048,45,180,11
59,0.006061,45,0,0
60,0.006090,45,180,8
61,0.006067,46,184,9
62,0.006970,47,188,13
63,0.007503,48,192,17
64,0.006486,48,0,0
65,0.005689,49,196,20
66,0.004511,50,200,19
67,0.005269,50,0,0
68,0.006289,50,200,13
69,0.005792,51,204,12
70,0.006259,51,0,0
71,0.005900,52,208,16
72,0.006087,53,212,20
73,0.006066,54,216,19
74,0.006062,54,0,0
75,0.006138,55,220,23
76,0.006027,55,220,25
77,0.006083,56,224,26
78,0.006073,56,0,0
79,0.006071,57,228,30
80,0.006832,58,232,33
81,0.005323,59,236,31
82,0.006046,59,0,0
83,0.006281,60,240,31
84,0.005842,60,240,34
85,0.006228,60,0,0
86,0.005922,61,244,35
87,0.006088,62,248,35
88,0.006090,63,252,34
89,0.006063,63,0,0
90,0.006032,64,256,38
91,0.006088,65,260,36
92,0.006086,65,260,33
93,0.006071,65,0,0
94,0.006080,66,264,36
95,0.006055,67,268,38
96,0.006113,67,0,0
97,0.006223,68,272,39
98,0.005925,69,276,44
99,0.006074,70,280,45
100,0.006057,70,0,0
101,0.006054,70,280,46
102,0.006059,71,284,51
103,0.006118,72,288,54
104,0.024715,72,0,0
105,0.005863,75,888,160
106,0.005800,75,300,47
107,0.006058,76,304,50
108,0.006071,76,0,0
109,0.006056,77,308,52
110,0.006084,78,312,53
111,0.006135,79,316,48
112,0.006022,79,0,0
113,0.006114,80,320,47
114,0.006038,80,320,50
115,0.006071,80,0,0
116,0.006164,81,324,52
117,0.006046,82,328,57
118,0.006097,83,332,60
119,0.005959,83,0,0
120,0.006129,84,336,62
121,0.006010,85,340,69
122,0.006088,85,340,57
123,0.006151,85,0,0
124,0.006066,86,344,60
125,0.006123,87,348,64
126,0.006080,87,0,0
127,0.005977,88,352,57
128,0.006108,89,356,57
129,0.005998,90,360,63
130,0.006066,90,0,0
131,0.006091,90,360,68
132,0.006075,91,364,80
133,0.006039,92,368,79
134,0.006099,92,0,0
135,0.006350,93,372,77
136,0.006085,94,376,80
137,0.005777,95,380,80
138,0.006062,95,0,0
139,0.006107,95,380,81
140,0.006064,96,384,81
141,0.006029,96,0,0
142,0.006090,97,388,85
143,0.006086,98,392,84
144,0.006046,99,396,88
145,0.006107,99,0,0
146,0.006090,100,400,83
147,0.006041,100,400,76
148,0.006070,101,404,85
149,0.006091,101,0,0
150,0.006017,102,408,88
151,0.006087,103,412,89
152,0.006186,103,0,0
153,0.005969,104,416,99
154,0.006154,105,420,98
155,0.005989,105,420,91
156,0.006087,105,0,0
157,0.006068,106,424,95
158,0.006066,107,428,97
159,0.006084,108,432,101
160,0.006087,108,0,0
161,0.006513,109,436,100
162,0.005616,110,440,98
163,0.006298,110,0,0
164,0.005828,110,440,100
165,0.006096,111,444,96
166,0.006059,112,448,95
167,0.006138,112,0,0
168,0.005994,113,452,100
169,0.006106,114,456,100
170,0.006026,115,460,105
171,0.006091,115,0,0
172,0.006112,115,460,102
173,0.006084,116,464,107
174,0.006088,116,0,0
175,0.006025,117,468,113
176,0.006092,118,472,114
177,0.006025,119,476,114
178,0.006079,119,0,0
179,0.006089,120,480,118
180,0.006045,120,480,119
181,0.006104,121,484,121
182,0.006062,121,0,0
183,0.006059,122,488,124
184,0.006107,123,492,123
185,0.006069,123,0,0
186,0.006354,124,496,121
187,0.005883,125,500,120
188,0.005932,125,500,115
189,0.006134,125,0,0
190,0.006040,126,504,107
191,0.006131,127,508,112
192,0.006039,128,512,113
193,0.006086,128,0,0
194,0.006084,129,516,114
195,0.006060,130,520,121
196,0.006024,130,0,0
197,0.006086,130,520,118
198,0.006043,131,524,110
199,0.006120,132,528,107
200,0.006047,132,0,0
201,0.006109,133,532,118
202,0.006035,134,536,120
203,0.006115,135,540,120
204,0.006045,135,0,0
205,0.006067,135,540,119
206,0.006115,136,544,119
207,0.006081,137,548,120
208,0.006050,137,0,0
209,0.006066,138,552,130
210,0.006696,139,556,133
211,0.005847,139,0,0
212,0.005650,140,560,123
213,0.006111,140,560,133
214,0.006056,141,564,134
215,0.006091,141,0,0
216,0.006064,142,568,138
217,0.006073,143,572,146
218,0.006057,144,576,151
219,0.006072,144,0,0
220,0.006060,145,580,143
221,0.006083,145,580,143
222,0.006048,145,0,0
223,0.006047,146,584,143
224,0.006105,147,588,147
225,0.006068,148,592,144
226,0.006056,148,0,0
227,0.006156,149,596,144
228,0.005983,150,600,147
229,0.006139,150,600,146
230,0.006071,150,0,0
231,0.006069,151,604,146
232,0.006081,152,608,151
