Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,5,28,3
3,0.046915,10,68,13
4,0.008567,25,444,90
5,0.006506,27,108,14
6,0.012915,30,120,25
7,0.007511,32,128,30
8,0.013426,35,140,33
9,0.007778,40,308,60
10,0.007514,42,168,39
11,0.007996,45,180,35
12,0.007557,47,188,29
13,0.007719,50,200,34
14,0.008193,50,0,0
15,0.009664,52,208,40
16,0.008895,57,448,89
17,0.008081,60,240,55
18,0.007648,62,248,50
19,0.007609,65,260,54
20,0.008266,65,0,0
21,0.007433,67,268,45
22,0.008280,70,280,46
23,0.007625,72,288,55
24,0.008101,75,300,56
25,0.007367,77,308,61
26,0.007850,80,320,63
27,0.007532,82,328,66
28,0.007931,85,340,68
29,0.007552,87,348,57
30,0.007697,90,360,73
31,0.007691,92,368,83
32,0.008242,95,380,85
33,0.007655,97,388,96
34,0.010128,100,400,99
35,0.009705,102,408,109
36,0.007188,105,420,108
37,0.005753,107,428,110
38,0.004595,107,0,0
39,0.005976,110,440,120
40,0.005866,112,448,121
41,0.005293,112,0,0
42,0.004991,115,460,129
43,0.005013,117,468,144
44,0.004418,117,0,0
45,0.005040,120,480,133
46,0.004438,120,0,0
47,0.004866,122,488,139
48,0.004834,125,500,149
49,0.004298,125,0,0
50,0.005013,127,508,148
51,0.004668,127,0,0
52,0.005095,130,520,165
53,0.004144,130,0,0
54,0.005168,132,528,168
55,0.006059,135,540,167
56,0.005995,135,0,0
57,0.006161,137,548,160
58,0.006067,140,560,170
59,0.006212,140,0,0
60,0.007491,142,568,167
61,0.005493,145,580,176
62,0.005177,147,588,163
63,0.005983,147,0,0
64,0.006105,150,600,169
65,0.006036,152,608,167
66,0.006022,155,620,176
67,0.006120,155,0,0
68,0.006103,157,628,179
69,0.006056,160,640,186
70,0.006037,160,0,0
71,0.006075,162,648,193
72,0.006146,165,660,199
73,0.005996,167,668,197
74,0.006084,167,0,0
75,0.006114,170,680,207
76,0.006380,172,688,199
77,0.005795,175,700,198
78,0.006013,175,0,0
79,0.006074,177,708,203
80,0.006070,180,720,215
81,0.006195,180,0,0
82,0.005966,182,728,224
83,0.006192,185,740,231
84,0.007416,187,748,227
85,0.007923,190,760,247
86,0.006239,192,768,242
87,0.004781,192,0,0
88,0.006048,195,780,256
89,0.006100,197,788,250
90,0.004783,197,0,0
91,0.006019,200,800,258
92,0.006235,202,808,263
93,0.005065,202,0,0
94,0.006080,205,820,252
95,0.007140,207,828,263
96,0.006905,210,840,261
97,0.004127,210,0,0
98,0.006147,212,848,270
99,0.006164,215,860,285
100,0.005925,215,0,0
101,0.006256,217,868,282
102,0.006898,220,880,286
103,0.006447,222,888,297
104,0.004682,222,0,0
105,0.006500,225,900,289
106,0.006657,227,908,294
107,0.006620,230,920,284
108,0.004532,230,0,0
109,0.024176,232,928,307
110,0.015772,240,2848,933
111,0.009714,245,1948,626
112,0.007230,247,988,329
113,0.006893,250,1000,328
114,0.006795,252,1008,343
115,0.004184,252,0,0
116,0.006685,255,1020,336
117,0.006707,257,1028,338
118,0.004315,257,0,0
119,0.006737,260,1040,353
120,0.007157,262,1048,337
121,0.007402,265,1060,368
122,0.006926,267,1068,378
123,0.004104,267,0,0
124,0.006843,270,1080,370
125,0.007072,272,1088,374
126,0.007401,275,1100,370
127,0.004231,275,0,0
128,0.009121,277,1108,384
129,0.008583,280,1120,382
130,0.007289,282,1128,379
131,0.008353,285,1140,395
132,0.007515,287,1148,390
133,0.008670,290,1160,397
134,0.008194,292,1168,405
135,0.007512,295,1180,406
136,0.007516,297,1188,402
137,0.008056,300,1200,410
138,0.007700,302,1208,424
139,0.007632,305,1220,437
140,0.004288,305,0,0
141,0.007988,307,1228,443
142,0.008255,310,1240,449
143,0.007624,312,1248,441
144,0.007785,315,1260,459
145,0.007945,317,1268,465
146,0.007873,320,1280,475
147,0.008179,322,1288,481
148,0.010675,325,1300,480
149,0.010081,327,1308,477
150,0.008815,330,1320,477
151,0.008571,332,1328,494
152,0.008298,335,1340,482
153,0.008253,337,1348,478
154,0.008787,340,1360,493
155,0.009387,342,1368,491
156,0.008756,345,1380,517
157,0.009445,347,1388,505
158,0.012959,352,2808,1042
159,0.008813,355,1420,521
160,0.009687,357,1428,525
161,0.008925,360,1440,529
162,0.008935,362,1448,522
163,0.008942,365,1460,538
164,0.013827,370,2948,1095
165,0.011673,372,1488,543
166,0.017194,377,3008,1081
167,0.015522,382,3048,1119
168,0.015439,387,3088,1181
169,0.009506,390,1560,585
170,0.015734,395,3148,1185
171,0.010456,397,1588,600
172,0.016078,402,3208,1215
173,0.015868,407,3248,1199
174,0.016459,412,3288,1211
175,0.010713,415,1660,622
176,0.018369,420,3348,1288
177,0.018579,425,3388,1326
178,0.019962,430,3428,1323
179,0.023640,437,5216,2008
180,0.018175,442,3528,1362
181,0.024657,450,5368,2078
182,0.024906,457,5456,2093
183,0.025558,465,5548,2151
184,0.028124,472,5636,2146
185,0.028759,480,5728,2213
186,0.027877,487,5816,2241
187,0.036552,497,7896,3025
188,0.037601,507,8056,3100
189,0.051417,520,10296,3986
190,0.062883,535,12684,4778
191,0.071932,552,15252,4620
192,0.092291,572,18032,4387
193,0.094640,592,18672,3622
194,0.101200,612,19312,3301
195,0.106569,632,19952,3237
196,0.112794,652,20592,3153
197,0.119524,672,21232,3211
198,0.126255,692,21872,3314
199,0.132808,712,22512,3571
200,0.139957,732,23152,3715
201,0.144929,752,23792,3941
202,0.155772,772,24432,4286
203,0.161050,792,25072,4224
204,0.168046,812,25712,4504
205,0.175141,832,26352,4945
206,0.183756,852,26992,4841
207,0.191199,872,27632,4874
208,0.199463,892,28272,5205
209,0.207874,912,28912,5199
210,0.217373,932,29552,5279
211,0.224867,952,30192,5394
212,0.235249,972,30832,5333
213,0.244359,992,31472,5576
214,0.252649,1012,32112,5753
215,0.262881,1032,32752,5630
216,0.277116,1052,33392,5900
217,0.286815,1072,34032,5868
218,0.293924,1092,34672,5872
219,0.305337,1112,35312,6002
220,0.314097,1132,35952,6264
221,0.324563,1152,36592,6264
222,0.333333,1172,37232,6460
223,0.333333,1192,37872,6719
224,0.333333,1212,38512,6841
225,0.333333,1232,39152,7140
226,0.333333,1252,39792,7112
227,0.333333,1272,40432,7329
228,0.333333,1292,41072,7474
229,0.333333,1312,41712,7715
230,0.333333,1332,42352,7474
231,0.333333,1352,42992,7788
232,0.333333,1372,43632,7936
233,0.333333,1392,44272,7895
234,0.333333,1412,44912,8025
235,0.333333,1432,45552,8352
236,0.333333,1452,46192,8455
237,0.333333,1472,46832,8303
238,0.333333,1492,47472,8400
239,0.333333,1512,48112,8701
240,0.333333,1532,48752,9174
241,0.333333,1552,49392,9162
242,0.333333,1572,50032,9135
243,0.333333,1592,50672,9172
244,0.333333,1612,51312,9557
245,0.333333,1632,51952,9624
246,0.333333,1652,52592,9528
247,0.333333,1669,53196,9581
248,0.333333,1686,53740,9706
249,0.333333,1702,54256,9786
250,0.333333,1718,54768,10009
251,0.333333,1732,55248,9755
252,0.333333,1744,55680,10244
253,0.333333,1756,56084,9976
254,0.333333,1766,56428,9864
255,0.333333,1776,56740,10087
256,0.333333,1786,57056,10419
257,0.333333,1795,57352,10713
258,0.333333,1804,57664,10628
259,0.333333,1810,57900,11126
260,0.333333,1814,58092,11005
261,0.333333,1818,58184,11024
262,0.333333,1821,58292,11146
263,0.333333,1824,58416,10929
264,0.333333,1826,58476,11211
265,0.333333,1827,58552,11135
266,0.333333,1829,58604,10795
267,0.333333,1829,58648,11006
268,0.333333,1831,58652,10775
269,0.333333,1833,58712,10754
270,0.333333,1833,58764,10986
271,0.333333,1835,58736,11175
272,0.333333,1836,58852,11306
273,0.333333,1835,58812,11059
274,0.333333,1835,58820,11047
275,0.333333,1836,58828,10620
276,0.333333,1837,58840,10947
277,0.333333,1836,58860,11048
278,0.333333,1837,58844,11222
279,0.333333,1837,58880,11406
280,0.333333,1838,58884,11285
281,0.333333,1839,58920,10977
282,0.333333,1840,58916,10964
283,0.333333,1838,58968,10940
284,0.333333,1840,58912,11010
285,0.333333,1841,58996,11390
286,0.333333,1842,59036,11638
287,0.333333,1841,59004,11325
288,0.333333,1839,58964,11143
289,0.333333,1839,58940,11341
290,0.333333,1840,58960,11068
291,0.333333,1840,58936,11390
292,0.333333,1841,58992,11423
293,0.333333,1838,58936,10980
294,0.333333,1838,58888,11143
295,0.333333,1842,58972,11356
296,0.333333,1842,59024,11118
297,0.333333,1841,58976,11000
298,0.333333,1839,59000,11041
299,0.333333,1840,58936,10912
300,0.333333,1840,58980,10801
301,0.333333,1840,58996,10568
302,0.333333,1841,58976,10655
303,0.333333,1842,59020,10911
304,0.333333,1839,58980,10900
305,0.333333,1843,58996,10987
306,0.333333,1838,59032,11040
307,0.333333,1840,58952,11408
308,0.333333,1842,58988,10983
309,0.333333,1840,59008,11124
310,0.333333,1837,58904,11223
311,0.333333,1840,58920,11158
312,0.333333,1839,58936,10738
313,0.333333,1840,58944,10922
314,0.333333,1839,58952,10785
315,0.333333,1840,58924,10939
316,0.333333,1845,59032,10983
317,0.333333,1844,59096,11088
318,0.333333,1841,59040,11023
319,0.333333,1842,59052,11114
320,0.333333,1841,59032,11051
321,0.333333,1843,59024,11417
322,0.333333,1841,59060,11111
323,0.333333,1840,58956,10998
324,0.333333,1839,58968,11123
325,0.333333,1840,58972,11166
326,0.333333,1840,58956,10984
327,0.333333,1839,58956,10745
328,0.333333,1840,58944,11055
329,0.333333,1841,58988,11044
330,0.333333,1842,59008,11012
331,0.333333,1838,59000,10969
332,0.333333,1840,58948,10979
333,0.333333,1840,59000,10999
334,0.333333,1839,58988,11296
335,0.333333,1839,58920,11225
336,0.333333,1837,58928,11236
337,0.333333,1840,58928,11093
338,0.333333,1840,58956,10704
339,0.333333,1839,58972,10687
340,0.333333,1838,58936,10882
341,0.333333,1836,58888,11201
342,0.333333,1838,58876,11197
343,0.333333,1838,58912,11266
344,0.333333,1841,58932,11366
345,0.333333,1840,59016,11331
346,0.333333,1841,58964,11353
347,0.333333,1842,59020,11154
348,0.333333,1841,58988,11028
349,0.333333,1840,58972,10959
350,0.333333,1839,58940,11079
351,0.333333,1838,58900,11206
352,0.333333,1838,58900,11272
353,0.333333,1839,58912,11242
354,0.333333,1838,58924,11223
355,0.333333,1837,58876,11599
356,0.333333,1838,58896,11430
357,0.333333,1840,58940,11170
358,0.333333,1838,58948,11451
359,0.333333,1839,58944,11396
360,0.333333,1841,58952,11339
361,0.333333,1840,58996,11240
362,0.333333,1838,58932,11443
363,0.333333,1838,58924,10948
364,0.333333,1840,58936,10968
365,0.333333,1839,58960,10697
366,0.333333,1841,59008,11060
367,0.333333,1838,58956,10950
368,0.333333,1838,58912,11000
369,0.333333,1836,58888,10761
370,0.333333,1838,58888,10962
371,0.333333,1841,58956,11450
372,0.333333,1840,58984,11307
373,0.333333,1840,58964,11130
374,0.333333,1839,58928,11096
375,0.333333,1838,58912,11005
376,0.333333,1839,58928,10999
377,0.333333,1840,58972,11368
378,0.333333,1835,58908,11266
379,0.333333,1837,58872,11332
380,0.333333,1837,58888,11221
381,0.333333,1836,58848,11195
382,0.333333,1837,58904,11247
383,0.333333,1839,58932,10995
384,0.333333,1840,58956,10854
385,0.333333,1842,59000,10688
386,0.333333,1842,59040,10879
387,0.333333,1839,59020,10708
388,0.333333,1839,58944,10676
389,0.333333,1841,58968,10823
