Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,8,48,5
3,0.036312,16,112,52
4,0.010725,37,572,132
5,0.007702,41,164,38
6,0.010768,45,180,49
7,0.007962,49,196,61
8,0.011794,54,216,60
9,0.008045,62,480,133
10,0.008921,62,0,0
11,0.008115,70,544,147
12,0.009011,74,296,80
13,0.008138,79,316,83
14,0.008836,83,332,95
15,0.008079,87,348,104
16,0.010737,91,364,95
17,0.010682,95,380,96
18,0.008142,99,396,109
19,0.008567,104,416,96
20,0.008258,108,432,109
21,0.008771,112,448,135
22,0.008136,116,464,131
23,0.006167,120,480,129
24,0.005962,124,496,126
25,0.005525,129,516,155
26,0.004880,129,0,0
27,0.005463,133,532,166
28,0.006214,137,548,180
29,0.004920,137,0,0
30,0.005804,141,564,161
31,0.006709,145,580,182
32,0.005604,145,0,0
33,0.005685,149,596,192
34,0.006050,154,616,194
35,0.005885,158,632,200
36,0.004962,158,0,0
37,0.007522,162,648,198
38,0.007022,166,664,202
39,0.005888,170,680,201
40,0.005117,170,0,0
41,0.005972,174,696,223
42,0.006346,179,716,234
43,0.005180,179,0,0
44,0.006691,183,732,248
45,0.006715,187,748,214
46,0.006430,191,764,244
47,0.005138,191,0,0
48,0.006498,195,780,248
49,0.006195,199,796,260
50,0.005199,199,0,0
51,0.005845,204,816,278
52,0.009451,208,832,271
53,0.007034,212,848,276
54,0.006455,216,864,300
55,0.007642,220,880,315
56,0.005886,220,0,0
57,0.008215,224,896,331
58,0.006505,229,916,321
59,0.006082,233,932,335
60,0.005926,237,948,341
61,0.005845,237,0,0
62,0.006823,241,964,342
63,0.005829,245,980,350
64,0.005792,249,996,345
65,0.004302,249,0,0
66,0.005674,254,1016,374
67,0.006081,258,1032,357
68,0.004408,258,0,0
69,0.005938,262,1048,365
70,0.004184,262,0,0
71,0.005849,266,1064,367
72,0.005841,270,1080,386
73,0.004331,270,0,0
74,0.005784,274,1096,393
75,0.006017,279,1116,400
76,0.004369,279,0,0
77,0.006111,283,1132,387
78,0.006232,287,1148,421
79,0.004428,287,0,0
80,0.005941,291,1164,435
81,0.006313,295,1180,440
82,0.004410,295,0,0
83,0.006076,299,1196,442
84,0.006206,304,1216,440
85,0.004357,304,0,0
86,0.005968,308,1232,442
87,0.006750,312,1248,448
88,0.004321,312,0,0
89,0.007792,316,1264,461
90,0.007363,320,1280,482
91,0.006329,324,1296,452
92,0.004472,324,0,0
93,0.006627,329,1316,489
94,0.006568,333,1332,499
95,0.006532,337,1348,483
96,0.004321,337,0,0
97,0.006494,341,1364,480
98,0.006467,345,1380,502
99,0.004451,345,0,0
100,0.006349,349,1396,521
101,0.006667,354,1416,548
102,0.006600,358,1432,529
103,0.004612,358,0,0
104,0.007435,362,1448,553
105,0.008651,366,1464,537
106,0.007380,370,1480,559
107,0.007748,374,1496,573
108,0.006606,379,1516,592
109,0.004475,379,0,0
110,0.006918,383,1532,576
111,0.007286,387,1548,572
112,0.006899,391,1564,593
113,0.008420,395,1580,581
114,0.007935,399,1596,629
115,0.004493,399,0,0
116,0.006937,404,1616,624
117,0.007181,408,1632,619
118,0.006967,412,1648,628
119,0.006823,416,1664,634
120,0.004256,416,0,0
121,0.006767,420,1680,628
122,0.006794,424,1696,651
123,0.004287,424,0,0
124,0.006641,429,1716,663
125,0.006885,433,1732,680
126,0.006747,437,1748,656
127,0.004373,437,0,0
128,0.006693,441,1764,680
129,0.007361,445,1780,671
130,0.006970,449,1796,669
131,0.004294,449,0,0
132,0.006698,454,1816,683
133,0.007076,458,1832,697
134,0.007078,462,1848,692
135,0.007458,466,1864,708
136,0.004601,466,0,0
137,0.008639,470,1880,733
138,0.008871,474,1896,754
139,0.007847,479,1916,759
140,0.007503,483,1932,758
141,0.007291,487,1948,780
142,0.007138,491,1964,758
143,0.007279,495,1980,818
144,0.007610,499,1996,797
145,0.004323,499,0,0
146,0.007455,504,2016,759
147,0.007370,508,2032,796
148,0.007363,512,2048,824
149,0.007372,516,2064,840
150,0.004269,516,0,0
151,0.007448,520,2080,840
152,0.007288,524,2096,871
153,0.007541,529,2116,845
154,0.007360,533,2132,856
155,0.008834,537,2148,861
156,0.009269,541,2164,848
157,0.008032,545,2180,879
158,0.009289,549,2196,863
159,0.009288,554,2216,907
160,0.007802,558,2232,901
161,0.007786,562,2248,912
162,0.007920,566,2264,880
163,0.007929,570,2280,898
164,0.007673,574,2296,890
165,0.008247,579,2316,929
166,0.007794,583,2332,938
167,0.008372,587,2348,953
168,0.007971,591,2364,926
169,0.004572,591,0,0
170,0.007638,595,2380,957
171,0.008210,599,2396,982
172,0.007992,604,2416,958
173,0.008217,608,2432,934
174,0.007998,612,2448,950
175,0.008041,616,2464,971
176,0.007921,620,2480,982
177,0.010324,624,2496,1023
178,0.009412,629,2516,982
179,0.008290,633,2532,999
180,0.008147,637,2548,1056
181,0.008296,641,2564,1012
182,0.008147,645,2580,1012
183,0.008486,649,2596,1019
184,0.009243,654,2616,1072
185,0.009742,658,2632,1060
186,0.008384,662,2648,1034
187,0.008692,666,2664,1074
188,0.009183,670,2680,1076
189,0.013032,679,5412,2191
190,0.008594,683,2732,1114
191,0.008863,687,2748,1081
192,0.008707,691,2764,1091
193,0.009058,695,2780,1132
194,0.010773,699,2796,1109
195,0.015082,708,5648,2340
196,0.009361,712,2848,1122
197,0.013864,720,5744,2334
