Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,8,48,5
3,0.036071,16,112,52
4,0.010840,37,572,132
5,0.008415,41,164,38
6,0.011746,45,180,49
7,0.007964,49,196,61
8,0.012092,54,216,60
9,0.008797,62,480,133
10,0.008179,66,264,67
11,0.009009,70,280,80
12,0.008293,74,296,80
13,0.008979,79,316,83
14,0.007936,83,332,95
15,0.008611,87,348,104
16,0.009401,91,364,95
17,0.009620,95,380,96
18,0.008087,99,396,109
19,0.008822,104,416,96
20,0.008334,108,432,109
21,0.008643,112,448,135
22,0.008165,116,464,131
23,0.008634,120,480,129
24,0.008074,124,496,126
25,0.008773,129,516,155
26,0.008218,133,532,166
27,0.008727,137,548,180
28,0.008151,141,564,161
29,0.009112,145,580,182
30,0.009018,149,596,192
31,0.008181,158,1248,394
32,0.009095,158,0,0
33,0.009315,166,1312,400
34,0.007336,170,680,201
35,0.006085,174,696,223
36,0.004632,174,0,0
37,0.005953,179,716,234
38,0.006153,183,732,248
39,0.004725,183,0,0
40,0.006344,187,748,214
41,0.006169,191,764,244
42,0.005408,191,0,0
43,0.006397,195,780,248
44,0.006669,199,796,260
45,0.007252,204,816,278
46,0.004895,204,0,0
47,0.006482,208,832,271
48,0.006952,212,848,276
49,0.006978,216,864,300
50,0.006277,220,880,315
51,0.005385,220,0,0
52,0.006060,224,896,331
53,0.006744,229,916,321
54,0.004956,229,0,0
55,0.007698,233,932,335
56,0.008257,237,948,341
57,0.008178,241,964,342
58,0.007929,245,980,350
59,0.008628,249,996,345
60,0.007193,254,1016,374
61,0.006336,258,1032,357
62,0.005926,262,1048,365
63,0.004343,262,0,0
64,0.006087,266,1064,367
65,0.006136,270,1080,386
66,0.004401,270,0,0
67,0.006228,274,1096,393
68,0.006077,279,1116,400
69,0.004276,279,0,0
70,0.006251,283,1132,387
71,0.007015,287,1148,421
72,0.004556,287,0,0
73,0.006416,291,1164,435
74,0.006344,295,1180,440
75,0.005017,295,0,0
76,0.006089,299,1196,442
77,0.006431,304,1216,440
78,0.006243,308,1232,442
79,0.004380,308,0,0
80,0.006673,312,1248,448
81,0.006816,316,1264,461
82,0.005548,316,0,0
83,0.007823,320,1280,482
84,0.006343,324,1296,452
85,0.006524,329,1316,489
86,0.006334,333,1332,499
87,0.004394,333,0,0
88,0.006717,337,1348,483
89,0.006772,341,1364,480
90,0.004679,341,0,0
91,0.006578,345,1380,502
92,0.006434,349,1396,521
93,0.006733,354,1416,548
94,0.004307,354,0,0
95,0.006539,358,1432,529
96,0.006588,362,1448,553
97,0.006975,366,1464,537
98,0.004447,366,0,0
99,0.006417,370,1480,559
100,0.006765,374,1496,573
101,0.004376,374,0,0
102,0.006424,379,1516,592
103,0.007374,383,1532,576
104,0.007007,387,1548,572
105,0.004561,387,0,0
106,0.006701,391,1564,593
107,0.008075,395,1580,581
108,0.008092,399,1596,629
109,0.007617,404,1616,624
110,0.007045,408,1632,619
111,0.007462,412,1648,628
112,0.004959,412,0,0
113,0.006707,416,1664,634
114,0.006749,420,1680,628
115,0.007335,424,1696,651
116,0.006966,429,1716,663
117,0.004438,429,0,0
118,0.006754,433,1732,680
119,0.007712,437,1748,656
120,0.006860,441,1764,680
121,0.004299,441,0,0
122,0.006739,445,1780,671
123,0.007042,449,1796,669
124,0.007588,454,1816,683
125,0.007182,458,1832,697
126,0.004153,458,0,0
127,0.007670,462,1848,692
128,0.007113,466,1864,708
129,0.007466,470,1880,733
130,0.009360,474,1896,754
131,0.009219,479,1916,759
132,0.007961,483,1932,758
133,0.007376,487,1948,780
134,0.007183,491,1964,758
135,0.004356,491,0,0
136,0.007097,495,1980,818
137,0.007361,499,1996,797
138,0.007256,504,2016,759
139,0.007526,508,2032,796
140,0.007447,512,2048,824
141,0.004493,512,0,0
142,0.008058,516,2064,840
143,0.008542,520,2080,840
144,0.007955,524,2096,871
145,0.007857,529,2116,845
146,0.007573,533,2132,856
147,0.008048,537,2148,861
148,0.007799,541,2164,848
149,0.009134,545,2180,879
150,0.008940,549,2196,863
151,0.009448,554,2216,907
152,0.007668,558,2232,901
153,0.008064,562,2248,912
154,0.007889,566,2264,880
155,0.007891,570,2280,898
156,0.008587,574,2296,890
157,0.009137,579,2316,929
158,0.008402,583,2332,938
159,0.008473,587,2348,953
160,0.008342,591,2364,926
161,0.007938,595,2380,957
162,0.008071,599,2396,982
163,0.008031,604,2416,958
164,0.008657,608,2432,934
165,0.008078,612,2448,950
166,0.008401,616,2464,971
167,0.008191,620,2480,982
168,0.010310,624,2496,1023
169,0.010148,629,2516,982
170,0.008246,633,2532,999
171,0.009443,637,2548,1056
172,0.008100,641,2564,1012
173,0.008424,645,2580,1012
174,0.009121,649,2596,1019
175,0.009020,654,2616,1072
176,0.012346,662,5280,2094
177,0.008709,666,2664,1074
178,0.008611,670,2680,1076
179,0.008665,674,2696,1070
180,0.008864,679,2716,1121
181,0.008670,683,2732,1114
182,0.008902,687,2748,1081
183,0.009324,691,2764,1091
184,0.009294,695,2780,1132
185,0.015375,704,5612,2274
186,0.011314,708,2832,1175
187,0.014238,716,5712,2275
188,0.009471,720,2880,1181
189,0.015536,729,5812,2347
190,0.009512,733,2932,1172
191,0.014026,741,5912,2422
192,0.009471,745,2980,1158
193,0.010028,749,2996,1090
194,0.014606,758,6048,2060
195,0.009456,762,3048,972
196,0.009857,766,3064,888
