Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,1,4,0
3,0.039155,3,20,1
4,0.010166,7,108,13
5,0.007099,8,32,3
6,0.010697,9,36,4
7,0.007948,10,40,4
8,0.013524,10,40,5
9,0.007640,12,92,9
10,0.007904,13,52,4
11,0.007345,14,56,3
12,0.007831,15,60,5
13,0.007211,15,60,7
14,0.007135,15,0,0
15,0.008034,16,64,7
16,0.007289,17,68,10
17,0.009907,18,72,10
18,0.009860,19,76,9
19,0.007262,20,160,14
20,0.007191,20,0,0
21,0.007454,21,84,3
22,0.007221,22,88,6
23,0.007952,23,92,10
24,0.007142,24,96,10
25,0.007812,25,100,11
26,0.007317,25,100,11
27,0.007520,26,104,13
28,0.007188,27,108,8
29,0.007332,27,0,0
30,0.007774,28,112,6
31,0.007331,29,116,9
32,0.007839,30,120,11
33,0.007353,30,120,12
34,0.007675,31,124,8
35,0.007351,32,128,10
36,0.007729,33,132,9
37,0.008914,34,136,10
38,0.006610,35,140,11
39,0.005792,35,140,7
40,0.004963,35,0,0
41,0.005087,36,144,8
42,0.004598,36,0,0
43,0.004788,37,148,9
44,0.005122,38,152,5
45,0.004836,38,0,0
46,0.005513,39,156,7
47,0.004459,39,0,0
48,0.004758,40,160,11
49,0.005915,40,160,10
50,0.005127,40,0,0
51,0.005396,41,164,10
52,0.005069,42,168,10
53,0.005228,42,0,0
54,0.005635,43,172,9
55,0.005015,43,0,0
56,0.004979,44,176,14
57,0.005237,45,180,15
58,0.005748,45,0,0
59,0.006157,45,180,11
60,0.005057,46,184,6
61,0.004610,46,0,0
62,0.004885,47,188,14
63,0.004868,47,0,0
64,0.006057,48,192,16
65,0.006036,49,196,19
66,0.006203,49,0,0
67,0.005952,50,200,18
68,0.006105,50,200,13
69,0.006063,51,204,21
70,0.006066,51,0,0
71,0.006059,52,208,21
72,0.006235,53,212,22
73,0.005900,54,216,25
74,0.006112,54,0,0
75,0.006041,55,220,23
76,0.006082,55,220,19
77,0.006051,55,0,0
78,0.006077,56,224,28
79,0.006050,57,228,31
80,0.006118,58,232,30
81,0.006055,58,0,0
82,0.006097,59,236,34
83,0.006023,60,240,39
84,0.006117,60,240,40
85,0.006290,60,0,0
86,0.006005,61,244,42
87,0.005911,62,248,42
88,0.006085,62,0,0
89,0.008012,63,252,39
90,0.006180,64,256,40
91,0.004655,65,260,42
92,0.005415,65,0,0
93,0.006037,65,260,41
94,0.006116,66,264,42
95,0.006041,67,268,45
96,0.006119,67,0,0
97,0.006056,68,272,44
98,0.006063,69,276,48
99,0.006308,70,280,49
100,0.006017,70,0,0
101,0.005882,70,280,42
102,0.006162,71,284,41
103,0.006003,71,0,0
104,0.006087,72,288,45
105,0.006067,73,292,42
106,0.006080,74,296,39
107,0.006008,74,0,0
108,0.006150,75,300,39
109,0.006037,75,300,44
110,0.006071,76,304,45
111,0.006077,76,0,0
112,0.006054,77,308,52
113,0.006310,78,312,47
114,0.005835,78,0,0
115,0.006181,79,316,52
116,0.006001,80,320,47
117,0.006082,80,320,50
118,0.006063,80,0,0
119,0.006046,81,324,49
120,0.006068,82,328,50
121,0.006071,83,332,53
122,0.006081,83,0,0
123,0.006077,84,336,57
124,0.006078,85,340,60
125,0.006096,85,0,0
126,0.006074,85,340,61
127,0.006045,86,344,66
128,0.006231,87,348,69
129,0.006046,87,0,0
130,0.005919,88,352,66
131,0.006098,89,356,68
132,0.006077,90,360,66
133,0.006044,90,0,0
134,0.006077,90,360,66
135,0.006056,91,364,66
136,0.006097,91,0,0
137,0.006068,92,368,64
138,0.006085,93,372,70
139,0.006213,94,376,74
140,0.005918,94,0,0
141,0.006078,95,380,80
142,0.006233,95,380,75
143,0.005892,96,384,78
144,0.006142,96,0,0
145,0.006000,97,388,82
146,0.006089,98,392,83
147,0.006123,98,0,0
148,0.006649,99,396,82
149,0.005429,100,400,77
150,0.006087,100,400,74
151,0.006079,100,0,0
152,0.006056,101,404,76
153,0.006081,102,408,82
154,0.006118,103,412,83
155,0.006029,103,0,0
156,0.006231,104,416,87
157,0.005932,105,420,89
158,0.006119,105,0,0
159,0.005989,105,420,90
160,0.006105,106,424,92
161,0.006075,107,428,85
162,0.006053,107,0,0
163,0.006065,108,432,91
164,0.006075,109,436,93
165,0.006597,110,440,94
166,0.005637,110,0,0
167,0.006008,110,440,88
168,0.006004,111,444,90
169,0.006349,112,448,89
170,0.005847,112,0,0
171,0.006067,113,452,100
172,0.006113,114,456,103
173,0.006007,114,0,0
174,0.006105,115,460,101
175,0.006079,115,460,101
176,0.006048,116,464,102
177,0.006108,116,0,0
178,0.006084,117,468,96
179,0.006090,118,472,98
180,0.006050,119,476,95
181,0.006063,119,0,0
182,0.006049,120,480,96
183,0.006070,120,480,104
184,0.006090,120,0,0
185,0.006051,121,484,107
186,0.006071,122,488,109
187,0.006109,123,492,109
188,0.006054,123,0,0
189,0.006359,124,496,115
190,0.005955,125,500,115
191,0.005881,125,500,119
192,0.006068,125,0,0
193,0.006137,126,504,124
194,0.005988,127,508,125
195,0.006128,127,0,0
196,0.006046,128,512,121
197,0.006127,129,516,124
198,0.006043,130,520,127
199,0.006069,130,0,0
200,0.006055,130,520,126
201,0.006073,131,524,129
202,0.006085,132,528,129
203,0.006055,132,0,0
204,0.006049,133,532,133
205,0.006084,134,536,127
206,0.006072,134,0,0
207,0.006189,135,540,136
208,0.006052,135,540,132
209,0.005988,136,544,130
210,0.006095,136,0,0
211,0.006070,137,548,125
212,0.006037,138,552,120
213,0.006111,139,556,120
214,0.006064,139,0,0
215,0.006154,140,560,121
216,0.005998,140,560,128
217,0.006077,140,0,0
218,0.006019,141,564,126
219,0.006096,142,568,132
220,0.006209,143,572,126
221,0.005981,143,0,0
222,0.006030,144,576,129
223,0.006115,145,580,130
224,0.006029,145,580,136
225,0.006096,145,0,0
226,0.006096,146,584,133
227,0.006020,147,588,136
228,0.006067,148,592,138
229,0.006113,148,0,0
230,0.006021,149,596,140
231,0.006113,150,600,129
232,0.006043,150,0,0
