Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,1,4,0
3,0.037228,3,20,1
4,0.010271,7,108,13
5,0.007826,8,32,3
6,0.007746,9,36,4
7,0.007941,10,40,4
8,0.008752,10,40,5
9,0.007814,11,44,5
10,0.007580,12,48,4
11,0.008023,13,52,4
12,0.007589,14,56,3
13,0.008130,15,60,5
14,0.007608,15,60,7
15,0.008017,15,0,0
16,0.007532,16,64,7
17,0.008313,17,68,10
18,0.009851,18,72,10
19,0.009319,20,156,17
20,0.007514,20,80,6
21,0.007853,21,84,3
22,0.007518,21,0,0
23,0.008180,22,88,6
24,0.007691,23,92,10
25,0.007651,24,96,10
26,0.008098,25,100,11
27,0.007600,25,100,11
28,0.008060,26,104,13
29,0.007463,27,108,8
30,0.005170,28,112,6
31,0.004601,29,116,9
32,0.004918,29,0,0
33,0.004953,30,120,11
34,0.004810,30,0,0
35,0.004988,30,120,12
36,0.005212,30,0,0
37,0.004873,31,124,8
38,0.005865,32,128,10
39,0.007060,32,0,0
40,0.007647,33,132,9
41,0.004965,34,136,10
42,0.005264,35,140,11
43,0.005021,35,0,0
44,0.005388,35,140,7
45,0.005283,36,144,8
46,0.005520,36,0,0
47,0.005320,37,148,9
48,0.005353,38,152,5
49,0.006010,38,0,0
50,0.006460,39,156,7
51,0.005504,40,160,11
52,0.006680,40,0,0
53,0.006037,40,160,10
54,0.006653,41,164,10
55,0.005037,42,168,10
56,0.004572,42,0,0
57,0.005305,43,172,9
58,0.004904,43,0,0
59,0.008236,44,176,14
60,0.005250,45,180,15
61,0.005588,45,180,11
62,0.005705,45,0,0
63,0.006516,46,184,6
64,0.005191,47,188,14
65,0.006621,47,0,0
66,0.006369,48,192,16
67,0.004909,49,196,19
68,0.004751,50,200,18
69,0.004781,50,0,0
70,0.006097,50,200,13
71,0.006003,50,0,0
72,0.006086,51,204,21
73,0.006067,52,208,21
74,0.006098,53,212,22
75,0.006074,53,0,0
76,0.006064,54,216,25
77,0.006078,55,220,23
78,0.006295,55,220,19
79,0.005822,55,0,0
80,0.006135,56,224,28
81,0.006051,57,228,31
82,0.006097,57,0,0
83,0.006040,58,232,30
84,0.006066,59,236,34
85,0.006044,60,240,39
86,0.006104,60,0,0
87,0.006042,60,240,40
88,0.006101,61,244,42
89,0.006068,62,248,42
90,0.006096,62,0,0
91,0.006077,63,252,39
92,0.006055,64,256,40
93,0.006204,65,260,42
94,0.006042,65,0,0
95,0.005939,65,260,41
96,0.006087,66,264,42
97,0.006080,66,0,0
98,0.006079,67,268,45
99,0.006069,68,272,44
100,0.006093,69,276,48
101,0.006049,69,0,0
102,0.006080,70,280,49
103,0.006038,70,280,42
104,0.006095,71,284,41
105,0.006081,71,0,0
106,0.006051,72,288,45
107,0.006071,73,292,42
108,0.006184,73,0,0
109,0.005940,74,296,39
110,0.006104,75,300,39
111,0.006085,75,300,44
112,0.006056,75,0,0
113,0.006043,76,304,45
114,0.006098,77,308,52
115,0.006087,78,312,47
116,0.006080,78,0,0
117,0.006067,79,316,52
118,0.006063,80,320,47
119,0.006093,80,0,0
120,0.006059,80,320,50
121,0.006040,81,324,49
122,0.006096,82,328,50
123,0.006153,82,0,0
124,0.005993,83,332,53
125,0.006071,84,336,57
126,0.006065,85,340,60
127,0.006049,85,0,0
128,0.006086,85,340,61
129,0.006082,86,344,66
130,0.006087,86,0,0
131,0.006052,87,348,69
132,0.006101,88,352,66
133,0.006039,89,356,68
134,0.006098,89,0,0
135,0.006239,90,360,66
136,0.005895,90,360,66
137,0.006042,91,364,66
138,0.006123,91,0,0
139,0.006050,92,368,64
140,0.006074,93,372,70
141,0.006075,93,0,0
142,0.006267,94,376,74
143,0.005836,95,380,80
144,0.006139,95,380,75
145,0.006051,95,0,0
146,0.006069,96,384,78
147,0.006101,97,388,82
148,0.006023,98,392,83
149,0.006093,98,0,0
150,0.006072,99,396,82
151,0.006041,100,400,77
152,0.006169,100,400,74
153,0.005958,100,0,0
154,0.006098,101,404,76
155,0.006123,102,408,82
156,0.006058,102,0,0
157,0.006030,103,412,83
158,0.006098,104,416,87
159,0.006072,105,420,89
160,0.006082,105,0,0
161,0.006062,105,420,90
162,0.006088,106,424,92
163,0.006117,107,428,85
164,0.006021,107,0,0
165,0.006092,108,432,91
166,0.006519,109,436,93
167,0.005582,109,0,0
168,0.006073,110,440,94
169,0.006045,110,440,88
170,0.006112,111,444,90
171,0.006139,111,0,0
172,0.006014,112,448,89
173,0.006069,113,452,100
174,0.006090,114,456,103
175,0.006068,114,0,0
176,0.006056,115,460,101
177,0.006066,115,460,101
178,0.006076,115,0,0
179,0.006069,116,464,102
180,0.006109,117,468,96
181,0.006028,118,472,98
182,0.006067,118,0,0
183,0.006088,119,476,95
184,0.006059,120,480,96
185,0.006091,120,480,104
186,0.006076,120,0,0
187,0.006071,121,484,107
188,0.006121,122,488,109
189,0.006030,122,0,0
190,0.006083,123,492,109
191,0.006566,124,496,115
192,0.006661,125,500,115
193,0.005006,125,500,119
194,0.006081,125,0,0
195,0.006036,126,504,124
196,0.006100,127,508,125
197,0.006030,127,0,0
198,0.006104,128,512,121
199,0.006026,129,516,124
200,0.006096,129,0,0
201,0.006084,130,520,127
202,0.006065,130,520,126
203,0.006112,131,524,129
204,0.006057,131,0,0
205,0.006055,132,528,129
206,0.006076,133,532,133
207,0.006036,134,536,127
208,0.006107,134,0,0
209,0.006083,135,540,136
210,0.006065,135,540,132
211,0.006065,135,0,0
212,0.006074,136,544,130
213,0.006096,137,548,125
214,0.006054,138,552,120
215,0.006067,138,0,0
216,0.006975,139,556,120
217,0.006547,140,560,121
218,0.004795,140,560,128
219,0.006109,140,0,0
220,0.005929,141,564,126
221,0.006086,142,568,132
222,0.006034,143,572,126
223,0.006074,143,0,0
224,0.024362,144,576,129
225,0.007825,146,1744,399
226,0.004706,147,588,136
227,0.005590,147,0,0
228,0.006121,148,592,138
229,0.006027,149,596,140
230,0.006052,150,600,129
231,0.006106,150,0,0
232,0.006110,150,600,123
