Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,8,48,0
3,0.036556,16,112,0
4,0.013583,37,572,0
5,0.006524,41,164,0
6,0.010765,45,180,0
7,0.007733,49,196,0
8,0.012864,54,216,0
9,0.007642,62,480,0
10,0.008115,66,264,0
11,0.007843,70,280,0
12,0.008427,74,296,0
13,0.007841,79,316,0
14,0.008172,83,332,0
15,0.007503,87,348,0
16,0.009565,91,364,0
17,0.007318,95,380,0
18,0.006536,99,396,0
19,0.006032,99,0,0
20,0.005974,104,416,0
21,0.006986,108,432,0
22,0.006078,112,448,0
23,0.006980,112,0,0
24,0.006139,116,464,0
25,0.006080,120,480,0
26,0.006839,124,496,0
27,0.006126,124,0,0
28,0.006490,129,516,0
29,0.006346,133,532,0
30,0.006403,137,548,0
31,0.006774,141,564,0
32,0.006338,141,0,0
33,0.006901,145,580,0
34,0.006022,149,596,0
35,0.006603,154,616,0
36,0.006298,154,0,0
37,0.006868,158,632,0
38,0.009635,162,648,0
39,0.007270,166,664,0
40,0.007863,170,680,0
41,0.006544,174,696,0
42,0.006113,179,716,0
43,0.006874,183,732,0
44,0.005996,183,0,0
45,0.006101,187,748,0
46,0.006916,191,764,0
47,0.006028,195,780,0
48,0.005141,195,0,0
49,0.005550,199,796,0
50,0.005681,204,816,0
51,0.005581,204,0,0
52,0.005529,208,832,0
53,0.006013,212,848,0
54,0.005698,212,0,0
55,0.005751,216,864,0
56,0.005760,220,880,0
57,0.005894,220,0,0
58,0.006492,224,896,0
59,0.006651,229,916,0
60,0.005966,233,932,0
61,0.005016,233,0,0
62,0.006849,237,948,0
63,0.006706,241,964,0
64,0.004823,245,980,0
65,0.004389,245,0,0
66,0.004873,249,996,0
67,0.004315,249,0,0
68,0.004888,254,1016,0
69,0.004706,254,0,0
70,0.004972,258,1032,0
71,0.004892,262,1048,0
72,0.004326,262,0,0
73,0.004700,266,1064,0
74,0.004324,266,0,0
75,0.004846,270,1080,0
76,0.004120,270,0,0
77,0.008366,274,1096,0
78,0.006671,279,1116,0
79,0.005307,283,1132,0
80,0.004537,283,0,0
81,0.005317,287,1148,0
82,0.006095,287,0,0
83,0.006066,291,1164,0
84,0.006084,295,1180,0
85,0.024413,299,1196,0
86,0.007701,312,3696,0
87,0.006376,316,1264,0
88,0.006504,316,0,0
89,0.005200,320,1280,0
90,0.010526,324,1296,0
91,0.006451,329,1316,0
92,0.006110,333,1332,0
93,0.005661,333,0,0
94,0.006109,337,1348,0
95,0.006069,341,1364,0
96,0.006027,345,1380,0
97,0.006136,345,0,0
98,0.006088,349,1396,0
99,0.005983,354,1416,0
100,0.006059,358,1432,0
101,0.006066,358,0,0
102,0.006298,362,1448,0
103,0.007514,366,1464,0
104,0.006986,370,1480,0
105,0.005872,370,0,0
106,0.006287,374,1496,0
107,0.006692,379,1516,0
108,0.005688,383,1532,0
109,0.005846,383,0,0
110,0.006899,387,1548,0
111,0.008580,391,1564,0
