Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,1,4,0
3,0.045207,3,20,0
4,0.007931,8,140,0
5,0.006370,9,36,0
6,0.011394,9,0,0
7,0.007694,10,80,0
8,0.011833,11,44,0
9,0.008183,12,48,0
10,0.007649,13,52,0
11,0.007938,14,56,0
12,0.008251,15,60,0
13,0.008104,15,60,0
14,0.007243,16,64,0
15,0.007100,17,68,0
16,0.008402,18,72,0
17,0.008267,19,76,0
18,0.006742,20,80,0
19,0.006740,20,0,0
20,0.007442,20,80,0
21,0.006631,21,84,0
22,0.007182,22,88,0
23,0.006585,23,92,0
24,0.006554,24,96,0
25,0.007065,24,0,0
26,0.006795,25,100,0
27,0.006986,25,100,0
28,0.006587,26,104,0
29,0.007354,27,108,0
30,0.006667,28,112,0
31,0.006596,28,0,0
32,0.007257,29,116,0
33,0.006571,30,120,0
34,0.007048,30,120,0
35,0.006614,31,124,0
36,0.006706,31,0,0
37,0.007630,32,128,0
38,0.008500,33,132,0
39,0.008956,34,136,0
40,0.006474,35,140,0
41,0.007107,35,140,0
42,0.006688,36,144,0
43,0.005310,37,148,0
44,0.005154,37,0,0
45,0.004584,38,152,0
46,0.004748,39,156,0
47,0.004237,39,0,0
48,0.004862,40,160,0
49,0.004755,40,0,0
50,0.004496,40,160,0
51,0.004427,40,0,0
52,0.004751,41,164,0
53,0.004442,41,0,0
54,0.004970,42,168,0
55,0.005026,43,172,0
56,0.005143,43,0,0
57,0.004636,44,176,0
58,0.005384,44,0,0
59,0.005971,45,180,0
60,0.005376,45,180,0
61,0.005423,45,0,0
62,0.005936,46,184,0
63,0.005840,47,188,0
64,0.006944,47,0,0
65,0.006855,48,192,0
66,0.005799,49,196,0
67,0.004886,50,200,0
68,0.005892,50,0,0
69,0.006014,50,200,0
70,0.006138,51,204,0
71,0.006160,52,208,0
72,0.005991,52,0,0
73,0.005984,53,212,0
74,0.006106,54,216,0
75,0.006037,54,0,0
76,0.006106,55,220,0
77,0.006074,55,220,0
78,0.006076,56,224,0
79,0.006057,56,0,0
80,0.006053,57,228,0
81,0.006192,58,232,0
82,0.005953,59,236,0
83,0.006077,59,0,0
84,0.006036,60,240,0
85,0.006121,60,240,0
86,0.006056,60,0,0
87,0.006057,61,244,0
88,0.006106,62,248,0
89,0.006055,63,252,0
90,0.006054,63,0,0
91,0.006080,64,256,0
92,0.006096,65,260,0
93,0.006272,65,260,0
94,0.005996,65,0,0
95,0.005961,66,264,0
96,0.006166,67,268,0
97,0.005931,67,0,0
98,0.006094,68,272,0
99,0.006061,69,276,0
100,0.005980,70,280,0
101,0.006154,70,0,0
102,0.006083,70,280,0
103,0.006091,71,284,0
104,0.006091,72,288,0
105,0.006042,72,0,0
106,0.006083,73,292,0
107,0.006062,74,296,0
108,0.006237,74,0,0
109,0.005892,75,300,0
110,0.006150,75,300,0
111,0.005978,76,304,0
112,0.006062,76,0,0
113,0.006086,77,308,0
114,0.006127,78,312,0
115,0.006003,79,316,0
116,0.006111,79,0,0
117,0.006075,80,320,0
118,0.006092,80,320,0
119,0.006080,80,0,0
120,0.006051,81,324,0
121,0.006087,82,328,0
122,0.006253,83,332,0
123,0.005985,83,0,0
124,0.006052,84,336,0
125,0.005968,85,340,0
126,0.006084,85,340,0
127,0.006069,85,0,0
128,0.006075,86,344,0
129,0.006059,87,348,0
130,0.006087,87,0,0
131,0.006093,88,352,0
132,0.006055,89,356,0
133,0.006087,90,360,0
134,0.006078,90,0,0
135,0.006108,90,360,0
136,0.006161,91,364,0
137,0.005930,92,368,0
138,0.006149,92,0,0
139,0.005974,93,372,0
140,0.006139,94,376,0
141,0.006015,95,380,0
142,0.006081,95,0,0
143,0.006064,95,380,0
144,0.006093,96,384,0
145,0.006092,96,0,0
146,0.006059,97,388,0
147,0.006072,98,392,0
148,0.006052,99,396,0
149,0.006066,99,0,0
150,0.006081,100,400,0
151,0.006071,100,400,0
152,0.006138,101,404,0
153,0.005963,101,0,0
154,0.006128,102,408,0
155,0.006056,103,412,0
156,0.006085,103,0,0
157,0.006063,104,416,0
158,0.006073,105,420,0
159,0.006089,105,420,0
160,0.006064,105,0,0
161,0.006098,106,424,0
162,0.006037,107,428,0
163,0.006281,108,432,0
164,0.005872,108,0,0
165,0.006050,109,436,0
166,0.006091,110,440,0
167,0.006024,110,0,0
168,0.006124,110,440,0
169,0.006049,111,444,0
170,0.006087,112,448,0
171,0.006053,112,0,0
172,0.006109,113,452,0
173,0.006068,114,456,0
174,0.006067,115,460,0
175,0.006067,115,0,0
176,0.006070,115,460,0
177,0.006058,116,464,0
178,0.006243,116,0,0
179,0.005891,117,468,0
180,0.006110,118,472,0
181,0.006053,119,476,0
182,0.006108,119,0,0
183,0.006025,120,480,0
184,0.006171,120,480,0
185,0.006028,121,484,0
186,0.006034,121,0,0
187,0.006086,122,488,0
188,0.006073,123,492,0
189,0.006078,123,0,0
190,0.006255,124,496,0
191,0.005862,125,500,0
192,0.006027,125,500,0
193,0.006241,125,0,0
194,0.005990,126,504,0
195,0.006053,127,508,0
196,0.006060,128,512,0
197,0.006100,128,0,0
198,0.006040,129,516,0
199,0.006086,130,520,0
200,0.006094,130,0,0
201,0.006075,130,520,0
202,0.006069,131,524,0
203,0.006067,132,528,0
204,0.006043,132,0,0
205,0.006068,133,532,0
206,0.006103,134,536,0
207,0.006028,135,540,0
208,0.006072,135,0,0
209,0.006071,135,540,0
210,0.006084,136,544,0
211,0.006116,137,548,0
212,0.006046,137,0,0
213,0.006076,138,552,0
214,0.006097,139,556,0
215,0.006021,139,0,0
216,0.006094,140,560,0
217,0.006071,140,560,0
218,0.006107,141,564,0
219,0.006061,141,0,0
220,0.006187,142,568,0
221,0.005910,143,572,0
222,0.006090,144,576,0
223,0.006085,144,0,0
224,0.006069,145,580,0
225,0.006053,145,580,0
226,0.006075,145,0,0
227,0.006184,146,584,0
228,0.005985,147,588,0
229,0.006082,148,592,0
230,0.006105,148,0,0
231,0.006021,149,596,0
232,0.006055,150,600,0
