Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,5,28,0
3,0.041468,10,68,0
4,0.011517,22,344,0
5,0.007134,27,208,0
6,0.012037,30,120,0
7,0.007528,32,128,0
8,0.012936,35,140,0
9,0.008018,37,148,0
10,0.007584,40,160,0
11,0.008108,42,168,0
12,0.007672,45,180,0
13,0.007869,47,188,0
14,0.008262,50,200,0
15,0.007578,52,208,0
16,0.009279,55,220,0
17,0.010126,57,228,0
18,0.007624,60,240,0
19,0.008279,62,248,0
20,0.007479,65,260,0
21,0.007621,67,268,0
22,0.007861,70,280,0
23,0.007725,72,288,0
24,0.008449,75,300,0
25,0.007438,77,308,0
26,0.006045,80,320,0
27,0.005639,82,328,0
28,0.004777,82,0,0
29,0.005712,85,340,0
30,0.005593,87,348,0
31,0.005465,87,0,0
32,0.005294,90,360,0
33,0.004629,90,0,0
34,0.004687,92,368,0
35,0.004920,95,380,0
36,0.005034,95,0,0
37,0.006044,97,388,0
38,0.006085,100,400,0
39,0.007077,100,0,0
40,0.004889,102,408,0
41,0.005197,105,420,0
42,0.004813,105,0,0
43,0.004970,107,428,0
44,0.005145,107,0,0
45,0.004782,110,440,0
46,0.004905,112,448,0
47,0.004832,112,0,0
48,0.005213,115,460,0
49,0.004398,115,0,0
50,0.005103,117,468,0
51,0.004991,120,480,0
52,0.005281,120,0,0
53,0.004805,122,488,0
54,0.004700,122,0,0
55,0.007955,125,500,0
56,0.006629,127,508,0
57,0.005673,130,520,0
58,0.005107,130,0,0
59,0.006019,132,528,0
60,0.005723,135,540,0
61,0.006561,135,0,0
62,0.005715,137,548,0
63,0.005928,140,560,0
64,0.005433,142,568,0
65,0.006096,142,0,0
66,0.006721,145,580,0
67,0.007128,147,588,0
68,0.006058,150,600,0
69,0.005975,150,0,0
70,0.005168,152,608,0
71,0.006660,155,620,0
72,0.006617,157,628,0
73,0.005255,157,0,0
74,0.005017,160,640,0
75,0.006066,162,648,0
76,0.006117,162,0,0
77,0.006020,165,660,0
78,0.006230,167,668,0
79,0.005922,167,0,0
80,0.006028,170,680,0
81,0.006081,172,688,0
82,0.006041,175,700,0
83,0.006088,175,0,0
84,0.006089,177,708,0
85,0.006097,180,720,0
86,0.006035,182,728,0
87,0.006101,182,0,0
88,0.006056,185,740,0
89,0.006089,187,748,0
90,0.006110,187,0,0
91,0.006929,190,760,0
92,0.006108,192,768,0
93,0.005154,195,780,0
94,0.006033,195,0,0
95,0.006066,197,788,0
96,0.006098,200,800,0
97,0.006083,202,808,0
98,0.006035,202,0,0
99,0.006094,205,820,0
100,0.006128,207,828,0
101,0.006019,207,0,0
102,0.006071,210,840,0
103,0.006103,212,848,0
104,0.006044,215,860,0
105,0.006067,215,0,0
106,0.006056,217,868,0
107,0.006072,220,880,0
108,0.006109,222,888,0
109,0.006023,222,0,0
110,0.006102,225,900,0
111,0.006077,227,908,0
112,0.006055,230,920,0
113,0.006068,230,0,0
114,0.006085,232,928,0
115,0.006067,235,940,0
116,0.006130,235,0,0
117,0.006828,237,948,0
118,0.005837,240,960,0
119,0.005514,242,968,0
120,0.006024,242,0,0
121,0.006123,245,980,0
122,0.006063,247,988,0
123,0.006104,250,1000,0
124,0.006013,250,0,0
125,0.006093,252,1008,0
126,0.006105,255,1020,0
127,0.006016,255,0,0
128,0.006100,257,1028,0
129,0.006073,260,1040,0
130,0.006048,262,1048,0
131,0.006116,262,0,0
132,0.006069,265,1060,0
133,0.006011,267,1068,0
134,0.006108,270,1080,0
135,0.006245,270,0,0
136,0.005887,272,1088,0
137,0.006086,275,1100,0
