Frame,DeltaTime,ParticleCount,ChannelCollisions,SphereCollisions
1,0.020000,0,0,0
2,0.020000,8,48,0
3,0.035633,16,112,0
4,0.010249,37,572,0
5,0.006656,41,164,0
6,0.012740,45,180,0
7,0.007457,49,196,0
8,0.012420,54,216,0
9,0.007506,62,480,0
10,0.008302,62,0,0
11,0.007591,66,264,0
12,0.008221,70,280,0
13,0.008456,74,296,0
14,0.008068,79,316,0
15,0.007264,83,332,0
16,0.008498,87,348,0
17,0.007268,91,364,0
18,0.006746,95,380,0
19,0.006168,99,396,0
20,0.006232,104,416,0
21,0.007074,104,0,0
22,0.006337,108,432,0
23,0.006935,112,448,0
24,0.006304,116,464,0
25,0.006420,120,480,0
26,0.007008,120,0,0
27,0.006272,124,496,0
28,0.006996,129,516,0
29,0.006288,133,532,0
30,0.006420,137,548,0
31,0.006715,137,0,0
32,0.006384,141,564,0
33,0.007113,145,580,0
34,0.006326,149,596,0
35,0.006422,149,0,0
36,0.006736,154,616,0
37,0.006361,158,632,0
38,0.006495,162,648,0
39,0.008402,166,664,0
40,0.007339,170,680,0
41,0.006936,170,0,0
42,0.006281,174,696,0
43,0.006867,179,716,0
44,0.006131,183,732,0
45,0.006504,187,748,0
46,0.005026,187,0,0
47,0.006177,191,764,0
48,0.005296,195,780,0
49,0.004804,195,0,0
50,0.005312,199,796,0
51,0.005703,204,816,0
52,0.005263,204,0,0
53,0.005530,208,832,0
54,0.005117,212,848,0
55,0.005396,212,0,0
56,0.005432,216,864,0
57,0.005109,216,0,0
58,0.005293,220,880,0
59,0.006271,224,896,0
60,0.004677,224,0,0
61,0.005167,229,916,0
62,0.005625,233,932,0
63,0.005067,233,0,0
64,0.007044,237,948,0
65,0.006747,241,964,0
66,0.005360,245,980,0
67,0.004788,245,0,0
68,0.005469,249,996,0
69,0.004755,249,0,0
70,0.004914,254,1016,0
71,0.005310,258,1032,0
72,0.004633,258,0,0
73,0.005924,262,1048,0
74,0.005103,266,1064,0
75,0.005390,266,0,0
76,0.006906,270,1080,0
77,0.006381,274,1096,0
78,0.005078,274,0,0
79,0.005900,279,1116,0
80,0.006075,283,1132,0
81,0.006045,283,0,0
82,0.006131,287,1148,0
83,0.006027,291,1164,0
84,0.006097,295,1180,0
85,0.006053,295,0,0
86,0.006051,299,1196,0
87,0.006082,304,1216,0
88,0.006054,308,1232,0
89,0.006121,308,0,0
90,0.006061,312,1248,0
91,0.006165,316,1264,0
92,0.006500,316,0,0
93,0.005522,320,1280,0
94,0.006136,324,1296,0
95,0.006020,329,1316,0
96,0.006058,329,0,0
97,0.006091,333,1332,0
98,0.006063,337,1348,0
99,0.006096,341,1364,0
100,0.006072,341,0,0
101,0.006046,345,1380,0
102,0.006100,349,1396,0
103,0.006253,349,0,0
104,0.005880,354,1416,0
105,0.006103,358,1432,0
106,0.006041,362,1448,0
107,0.006066,362,0,0
108,0.006067,366,1464,0
109,0.006074,370,1480,0
110,0.006134,374,1496,0
111,0.006003,374,0,0
